Data i czas,Poziom,Ważność,Kategoria,Wiadomość,Szczegóły
2025-05-14 08:21:48,INFO,low,Service Status,#-> startEdit Ps.DspKc,"{""process_id"": ""905"", ""formssessionname"": ""20250514-045054-1-192.168.101.136"", ""formsformname"": ""RIJGPLST"", ""formsdbsessionid"": ""129787536"", ""formsusername"": ""ikapustianyk@eskulap"", ""thread"": ""905"", ""type"": ""Info""}"
2025-05-14 08:21:48,INFO,low,General Warning,Updating value by user input: Rg.Rg009[0] = [enc]c22LWTfDwFZlNUTgiqjbXFt3ZmZQcwYKJyeixOgmlD7EcZEtvDjhTS0W0+k6nL7pU8ad6mEVGFtqeDi2SrmGvKerb3qGdqEeyUll0M2rCT1jOJk+9cM0ZydsnCeEmxgdooqSXu0DSeQOHSaXXwQZLFw1saBOSd+O/ZiOj8o8aUZM8owvjOrroOtWu9n/yj9IcgZQh2xnB5qugckDCQYIOtWppuGRfkc7T/Q4V8yLUA2E2VS1WDNc3hP3RF7nyIZdrRQX/j07rLBkxTP3HFr4eFOvnWLbtaE6xTzcoyXW4VSzKRZ7sM6+jkGfeubKSuweIY7JUE72PSzKmi7DNky0kw==[/enc],"{""process_id"": ""1777"", ""formssessionname"": ""20250514-050839-1-192.168.100.20"", ""formsformname"": ""ODKARTASZ"", ""formsdbsessionid"": ""129783403"", ""formsusername"": ""jniznik@eskulap"", ""thread"": ""1777"", ""type"": ""Info""}"
2025-05-14 08:21:48,INFO,low,General Warning,"#-> nt_check | ODKARTASZ:RG.RG009[1][P001] {G|Czy w ostatnich 6 miesiącach pacjent miał przetaczają krew lub preparaty krwiopochodne? \nJeżeli TAK, podaj rodzaj zabiegu i adres placówki:} |","{""process_id"": ""518"", ""formssessionname"": ""20250514-050839-1-192.168.100.20"", ""formsformname"": ""ODKARTASZ"", ""formsdbsessionid"": ""129783403"", ""formsusername"": ""jniznik@eskulap"", ""thread"": ""518"", ""type"": ""Info""}"
2025-05-14 08:21:48,INFO,low,General Warning,"#-> RadioChanged (Rg.Rg009[0]), (Shift,Ctrl,Alt)=(False,False,False), changes: 1","{""process_id"": ""518"", ""formssessionname"": ""20250514-050839-1-192.168.100.20"", ""formsformname"": ""ODKARTASZ"", ""formsdbsessionid"": ""129783403"", ""formsusername"": ""jniznik@eskulap"", ""thread"": ""518"", ""type"": ""Info""}"
2025-05-14 08:21:48,INFO,low,General Warning,"/->Key keyCode:38, (block.item)=(.), (Shift,Ctrl,Alt)=(False,False,False), changes: 0 - OperationResult.Status: Success","{""process_id"": ""1430"", ""formssessionname"": ""20250514-061906-1-192.168.101.149"", ""formsformname"": ""ODKSODDZ"", ""formsdbsessionid"": ""129799191"", ""formsusername"": ""amgwiazdon@eskulap"", ""thread"": ""1430"", ""type"": ""Info""}"
2025-05-14 08:21:48,INFO,low,General Warning,#-> nt_key |  | UP,"{""process_id"": ""1430"", ""formssessionname"": ""20250514-061906-1-192.168.101.149"", ""formsformname"": ""ODKSODDZ"", ""formsdbsessionid"": ""129799191"", ""formsusername"": ""amgwiazdon@eskulap"", ""thread"": ""1430"", ""type"": ""Info""}"
2025-05-14 08:21:48,INFO,low,General Warning,"#-> Key keyCode:38, (block.item)=(.), (Shift,Ctrl,Alt)=(False,False,False), changes: 0","{""process_id"": ""1430"", ""formssessionname"": ""20250514-061906-1-192.168.101.149"", ""formsformname"": ""ODKSODDZ"", ""formsdbsessionid"": ""129799191"", ""formsusername"": ""amgwiazdon@eskulap"", ""thread"": ""1430"", ""type"": ""Info""}"
2025-05-14 08:21:48,INFO,low,General Warning,"/->Goto (OaPlan.DspLekarzAsystujacy[0]), (Shift,Ctrl,Alt)=(False,False,False), changes: 0 - OperationResult.Status: Success","{""process_id"": ""972"", ""formssessionname"": ""20250514-053209-1-192.168.103.205"", ""formsformname"": ""OLPCHIR1"", ""formsdbsessionid"": ""129788830"", ""formsusername"": ""bfilipiak@eskulap"", ""thread"": ""972"", ""type"": ""Info""}"
2025-05-14 08:21:48,INFO,low,General Warning,#-> nt_click | OLPCHIR1:OA_PLAN.DSP_LEKARZ_ASYSTUJACY[1] {Pracownik} |,"{""process_id"": ""972"", ""formssessionname"": ""20250514-053209-1-192.168.103.205"", ""formsformname"": ""OLPCHIR1"", ""formsdbsessionid"": ""129788830"", ""formsusername"": ""bfilipiak@eskulap"", ""thread"": ""972"", ""type"": ""Info""}"
2025-05-14 08:21:48,INFO,low,General Warning,"#-> Goto (OaPlan.DspLekarzAsystujacy[0]), (Shift,Ctrl,Alt)=(False,False,False), changes: 0","{""process_id"": ""972"", ""formssessionname"": ""20250514-053209-1-192.168.103.205"", ""formsformname"": ""OLPCHIR1"", ""formsdbsessionid"": ""129788830"", ""formsusername"": ""bfilipiak@eskulap"", ""thread"": ""972"", ""type"": ""Info""}"
2025-05-14 08:21:48,INFO,low,General Warning,"/->Goto (CtrlFak.DspDataDo[0]), (Shift,Ctrl,Alt)=(False,False,False), changes: 0 - OperationResult.Status: Success","{""process_id"": ""1293"", ""formssessionname"": ""20250514-050445-1-192.168.101.137"", ""formsformname"": ""EV_LEKI"", ""formsdbsessionid"": ""129783248"", ""formsusername"": ""jlezanska@eskulap"", ""thread"": ""1293"", ""type"": ""Info""}"
2025-05-14 08:21:48,INFO,low,General Warning,#-> nt_click | EV_LEKI:CTRL_FAK.DSP_DATA_DO[1] {do} |,"{""process_id"": ""1293"", ""formssessionname"": ""20250514-050445-1-192.168.101.137"", ""formsformname"": ""EV_LEKI"", ""formsdbsessionid"": ""129783248"", ""formsusername"": ""jlezanska@eskulap"", ""thread"": ""1293"", ""type"": ""Info""}"
2025-05-14 08:21:48,INFO,low,General Warning,"#-> Goto (CtrlFak.DspDataDo[0]), (Shift,Ctrl,Alt)=(False,False,False), changes: 0","{""process_id"": ""1293"", ""formssessionname"": ""20250514-050445-1-192.168.101.137"", ""formsformname"": ""EV_LEKI"", ""formsdbsessionid"": ""129783248"", ""formsusername"": ""jlezanska@eskulap"", ""thread"": ""1293"", ""type"": ""Info""}"
2025-05-14 08:21:48,INFO,low,General Warning,"FormId: 38 Message: Proszę podać zapytanie i nacisnąć F12, żeby wykonać, F10 żeby anulować.","{""process_id"": ""389"", ""formssessionname"": ""20250514-045054-1-192.168.101.136"", ""formsformname"": ""RIJGPLST"", ""formsdbsessionid"": ""129787536"", ""formsusername"": ""ikapustianyk@eskulap"", ""thread"": ""389"", ""type"": ""Info""}"
2025-05-14 08:21:48,INFO,low,General Warning,"/->Goto (Ps.DspKc[0]), (Shift,Ctrl,Alt)=(False,False,False), changes: 0 - OperationResult.Status: Success","{""process_id"": ""389"", ""formssessionname"": ""20250514-045054-1-192.168.101.136"", ""formsformname"": ""RIJGPLST"", ""formsdbsessionid"": ""129787536"", ""formsusername"": ""ikapustianyk@eskulap"", ""thread"": ""389"", ""type"": ""Info""}"
2025-05-14 08:21:48,INFO,low,General Warning,#-> nt_click | RIJGPLST:PS.DSP_KC[1] {Płatnik} |,"{""process_id"": ""389"", ""formssessionname"": ""20250514-045054-1-192.168.101.136"", ""formsformname"": ""RIJGPLST"", ""formsdbsessionid"": ""129787536"", ""formsusername"": ""ikapustianyk@eskulap"", ""thread"": ""389"", ""type"": ""Info""}"
2025-05-14 08:21:48,INFO,low,General Warning,"#-> Goto (Ps.DspKc[0]), (Shift,Ctrl,Alt)=(False,False,False), changes: 0","{""process_id"": ""389"", ""formssessionname"": ""20250514-045054-1-192.168.101.136"", ""formsformname"": ""RIJGPLST"", ""formsdbsessionid"": ""129787536"", ""formsusername"": ""ikapustianyk@eskulap"", ""thread"": ""389"", ""type"": ""Info""}"
2025-05-14 08:21:48,INFO,low,General Warning,"/->ButtonPressed (DefToolbar.DeleteRecord[0]), (Shift,Ctrl,Alt)=(False,False,False), changes: 0 - OperationResult.Status: Success","{""process_id"": ""895"", ""formssessionname"": ""20250514-045520-1-192.168.101.144"", ""formsformname"": ""RIDIAGTERP"", ""formsdbsessionid"": ""129787597"", ""formsusername"": ""pmaciejewski@eskulap"", ""thread"": ""895"", ""type"": ""Info""}"
2025-05-14 08:21:48,INFO,low,General Warning,External operation finished (type: MethodCall),"{""process_id"": ""702"", ""formssessionname"": ""20250514-045659-1-192.168.100.20"", ""formsformname"": ""IPPRZIP"", ""formsdbsessionid"": ""129782914"", ""formsusername"": ""aciukowska@eskulap"", ""thread"": ""702"", ""type"": ""Info""}"
2025-05-14 08:21:48,INFO,low,Service Status,External operation started (type: MethodCall),"{""process_id"": ""1085"", ""formssessionname"": ""20250514-045659-1-192.168.100.20"", ""formsformname"": ""IPPRZIP"", ""formsdbsessionid"": ""129782914"", ""formsusername"": ""aciukowska@eskulap"", ""thread"": ""1085"", ""type"": ""Info""}"
2025-05-14 08:21:48,INFO,low,General Warning,#-> Ping - seconds since last user activity: 1053,"{""process_id"": ""654"", ""formssessionname"": ""20250514-050352-1-192.168.102.23"", ""formsformname"": ""SK_LISTA"", ""formsdbsessionid"": ""129783198"", ""formsusername"": ""ikwiatkowska@eskulap"", ""thread"": ""654"", ""type"": ""Info""}"
2025-05-14 08:21:48,INFO,low,Service Status,/->startEdit Fak.FakDataWystawienia - OperationResult.Status: Success,"{""process_id"": ""1947"", ""formssessionname"": ""20250514-050445-1-192.168.101.137"", ""formsformname"": ""EV_LEKI"", ""formsdbsessionid"": ""129783248"", ""formsusername"": ""jlezanska@eskulap"", ""thread"": ""1947"", ""type"": ""Info""}"
2025-05-14 08:21:48,INFO,low,Service Status,#-> startEdit Fak.FakDataWystawienia,"{""process_id"": ""1947"", ""formssessionname"": ""20250514-050445-1-192.168.101.137"", ""formsformname"": ""EV_LEKI"", ""formsdbsessionid"": ""129783248"", ""formsusername"": ""jlezanska@eskulap"", ""thread"": ""1947"", ""type"": ""Info""}"
2025-05-14 08:21:48,INFO,low,General Warning,#-> nt_click | RIDIAGTERP:DEF_TOOLBAR.DELETE_RECORD[1] {} |,"{""process_id"": ""544"", ""formssessionname"": ""20250514-045520-1-192.168.101.144"", ""formsformname"": ""RIDIAGTERP"", ""formsdbsessionid"": ""129787597"", ""formsusername"": ""pmaciejewski@eskulap"", ""thread"": ""544"", ""type"": ""Info""}"
2025-05-14 08:21:48,INFO,low,General Warning,"#-> ButtonPressed (DefToolbar.DeleteRecord[0]), (Shift,Ctrl,Alt)=(False,False,False), changes: 0","{""process_id"": ""544"", ""formssessionname"": ""20250514-045520-1-192.168.101.144"", ""formsformname"": ""RIDIAGTERP"", ""formsdbsessionid"": ""129787597"", ""formsusername"": ""pmaciejewski@eskulap"", ""thread"": ""544"", ""type"": ""Info""}"
2025-05-14 08:21:48,INFO,low,General Warning,#-> Ping - seconds since last user activity: 1263,"{""process_id"": ""1832"", ""formssessionname"": ""20250514-052513-3-192.168.101.172"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""129784558"", ""formsusername"": ""kjerzyk@eskulap"", ""thread"": ""1832"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,Service Status,External operation started (type: MethodCall),"{""process_id"": ""1962"", ""formssessionname"": ""20250514-061827-1-192.168.102.5"", ""formsformname"": ""IPREPRUN"", ""formsdbsessionid"": ""129799077"", ""formsusername"": ""bgalka@eskulap"", ""thread"": ""1962"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,External operation finished (type: MethodCall),"{""process_id"": ""2072"", ""formssessionname"": ""20250514-061827-1-192.168.102.5"", ""formsformname"": ""IPREPRUN"", ""formsdbsessionid"": ""129799077"", ""formsusername"": ""bgalka@eskulap"", ""thread"": ""2072"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,"#-> LovQuery: 'GtRdLv', page:1, page size:30, query:, filterUsingAllColumns:True","{""process_id"": ""2124"", ""formssessionname"": ""20250514-051747-1-192.168.102.2"", ""formsformname"": ""B_SZCZ"", ""formsdbsessionid"": ""129797150"", ""formsusername"": ""dbiedron@eskulap"", ""thread"": ""2124"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,"/->Key keyCode:113, (block.item)=(.), (Shift,Ctrl,Alt)=(False,False,False), changes: 0 - OperationResult.Status: Success","{""process_id"": ""218"", ""formssessionname"": ""20250514-051747-1-192.168.102.2"", ""formsformname"": ""B_SZCZ"", ""formsdbsessionid"": ""129797150"", ""formsusername"": ""dbiedron@eskulap"", ""thread"": ""218"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,"ShowLov: ""GtRdLv"", filter:""""","{""process_id"": ""154"", ""formssessionname"": ""20250514-051747-1-192.168.102.2"", ""formsformname"": ""B_SZCZ"", ""formsdbsessionid"": ""129797150"", ""formsusername"": ""dbiedron@eskulap"", ""thread"": ""154"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,#-> nt_key |  | F2,"{""process_id"": ""218"", ""formssessionname"": ""20250514-051747-1-192.168.102.2"", ""formsformname"": ""B_SZCZ"", ""formsdbsessionid"": ""129797150"", ""formsusername"": ""dbiedron@eskulap"", ""thread"": ""218"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,"#-> Key keyCode:113, (block.item)=(.), (Shift,Ctrl,Alt)=(False,False,False), changes: 0","{""process_id"": ""218"", ""formssessionname"": ""20250514-051747-1-192.168.102.2"", ""formsformname"": ""B_SZCZ"", ""formsdbsessionid"": ""129797150"", ""formsusername"": ""dbiedron@eskulap"", ""thread"": ""218"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,FormId: 3 Message: FRM-40401:Brak zmian do zapamiętania.,"{""process_id"": ""557"", ""formssessionname"": ""20250514-045337-1-192.168.100.20"", ""formsformname"": ""PRWIZYTY"", ""formsdbsessionid"": ""129787579"", ""formsusername"": ""spietrzykowska@eskulap"", ""thread"": ""557"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,"/->Key keyCode:115, (block.item)=(.), (Shift,Ctrl,Alt)=(False,False,False), changes: 0 - OperationResult.Status: Success","{""process_id"": ""557"", ""formssessionname"": ""20250514-045337-1-192.168.100.20"", ""formsformname"": ""PRWIZYTY"", ""formsdbsessionid"": ""129787579"", ""formsusername"": ""spietrzykowska@eskulap"", ""thread"": ""557"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,high,System Error,Firing the On-Error trigger for an error: Brak zmian do zapisania.,"{""process_id"": ""280"", ""formssessionname"": ""20250514-045337-1-192.168.100.20"", ""formsformname"": ""PRWIZYTY"", ""formsdbsessionid"": ""129787579"", ""formsusername"": ""spietrzykowska@eskulap"", ""thread"": ""280"", ""type"": ""Info""}"
2025-05-14 08:21:49,WARN,medium,General Warning,Display a Message on form: FRM-40401: Brak zmian do zapisania.,"{""process_id"": ""280"", ""formssessionname"": ""20250514-045337-1-192.168.100.20"", ""formsformname"": ""PRWIZYTY"", ""formsdbsessionid"": ""129787579"", ""formsusername"": ""spietrzykowska@eskulap"", ""thread"": ""280"", ""type"": ""Warn""}"
2025-05-14 08:21:49,INFO,low,General Warning,#-> nt_key |  | F4,"{""process_id"": ""557"", ""formssessionname"": ""20250514-045337-1-192.168.100.20"", ""formsformname"": ""PRWIZYTY"", ""formsdbsessionid"": ""129787579"", ""formsusername"": ""spietrzykowska@eskulap"", ""thread"": ""557"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,"#-> Key keyCode:115, (block.item)=(.), (Shift,Ctrl,Alt)=(False,False,False), changes: 0","{""process_id"": ""557"", ""formssessionname"": ""20250514-045337-1-192.168.100.20"", ""formsformname"": ""PRWIZYTY"", ""formsdbsessionid"": ""129787579"", ""formsusername"": ""spietrzykowska@eskulap"", ""thread"": ""557"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,"/->Goto (CtrlFak.DspDataDo[0]), (Shift,Ctrl,Alt)=(False,False,False), changes: 1 - OperationResult.Status: Success","{""process_id"": ""2065"", ""formssessionname"": ""20250514-050445-1-192.168.101.137"", ""formsformname"": ""EV_LEKI"", ""formsdbsessionid"": ""129783248"", ""formsusername"": ""jlezanska@eskulap"", ""thread"": ""2065"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,#-> Ping - seconds since last user activity: 339,"{""process_id"": ""1798"", ""formssessionname"": ""20250514-061604-1-192.168.101.114"", ""formsformname"": ""SLISTPAC"", ""formsdbsessionid"": ""129791214"", ""formsusername"": ""wszatkowski@eskulap"", ""thread"": ""1798"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,Updating value by user input: CtrlFak.DspDataOd[0] = [enc]CUj7vK8IHgD4kczq4/vkemzZF+PVqFrla0EV6PgHOrUO+Nlh+KCbfHiTccHEsFAjMSC1654Olr1g91TAu2HrzU4w0iqerj7eeVi3WLNPRNWDItYuRIrP+ne1iHKlCiMsB1VYac3gKDrsHjG6NrXUis4sfjY44xnCKCfxHj/azd6DqAFyOykNq7KJH8cEc7yN3bbhLHG1IRtbkin04xb21SQ4xSDCaJBsi5r+nF97PZb9rCOPqZtvYyvuboG59Wp8YekpX9PXO+BpQvxevrHzWMN7T0+gt3MGu4N9A9yc+kKFUp+eV3WVyN/SYPdNUULWLLBQWXNNP4YmcM1RHVEplg==[/enc],"{""process_id"": ""1910"", ""formssessionname"": ""20250514-050445-1-192.168.101.137"", ""formsformname"": ""EV_LEKI"", ""formsdbsessionid"": ""129783248"", ""formsusername"": ""jlezanska@eskulap"", ""thread"": ""1910"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,#-> nt_click | EV_LEKI:CTRL_FAK.DSP_DATA_DO[1] {do} |,"{""process_id"": ""2065"", ""formssessionname"": ""20250514-050445-1-192.168.101.137"", ""formsformname"": ""EV_LEKI"", ""formsdbsessionid"": ""129783248"", ""formsusername"": ""jlezanska@eskulap"", ""thread"": ""2065"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,#-> nt_type | EV_LEKI:CTRL_FAK.DSP_DATA_OD[1] {Wystawione od} | [enc]t7dbwsT3UQnua4zjWP1W9fXk1UT/MgxJtoQ53WEO8P1ROYGM6z36up2Y28HCNbJSwy9fH6R5QToHLtvWyv/PuYKXnZm6PjX63uFMg2/oxM9/E2/69phWvib1QkVuudk1CGD/me4Vd7exYYDn3tueLn69Zv8lDc9DlsKIyEhmGe3kDHGG0t3TBKE856vPs9N0CjEtnsD1xFkUE5ntz4MAZ1B/TBau4ByHO+mucDTM71sHta2c8RdUh9lCMvQWuXsr9dYjFJZhL1mM+Ed9KrsDtwWnmqcQkBMaPt2VwpsiuQ1EYEIixHazbJ4P4pftdYPJdDpJsCyUS1cAz2WWdn4SBQ==[/enc],"{""process_id"": ""2065"", ""formssessionname"": ""20250514-050445-1-192.168.101.137"", ""formsformname"": ""EV_LEKI"", ""formsdbsessionid"": ""129783248"", ""formsusername"": ""jlezanska@eskulap"", ""thread"": ""2065"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,"#-> Goto (CtrlFak.DspDataDo[0]), (Shift,Ctrl,Alt)=(False,False,False), changes: 1","{""process_id"": ""2065"", ""formssessionname"": ""20250514-050445-1-192.168.101.137"", ""formsformname"": ""EV_LEKI"", ""formsdbsessionid"": ""129783248"", ""formsusername"": ""jlezanska@eskulap"", ""thread"": ""2065"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,#-> Ping - seconds since last user activity: 60,"{""process_id"": ""657"", ""formssessionname"": ""20250514-045820-1-192.168.101.148"", ""formsformname"": ""IPHCH"", ""formsdbsessionid"": ""129787642"", ""formsusername"": ""bwronski@eskulap"", ""thread"": ""657"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,#-> Ping - seconds since last user activity: 2635,"{""process_id"": ""465"", ""formssessionname"": ""20250514-045241-1-192.168.100.20"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""129787559"", ""formsusername"": ""bjania@eskulap"", ""thread"": ""465"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,"/->Goto (Sdtp.DspNazwaSciezki[0]), (Shift,Ctrl,Alt)=(False,False,False), changes: 0 - OperationResult.Status: Success","{""process_id"": ""231"", ""formssessionname"": ""20250514-045520-1-192.168.101.144"", ""formsformname"": ""RIDIAGTERP"", ""formsdbsessionid"": ""129787597"", ""formsusername"": ""pmaciejewski@eskulap"", ""thread"": ""231"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,#-> nt_click | RIDIAGTERP:SDTP.DSP_NAZWA_SCIEZKI[1] {Nazwa} |,"{""process_id"": ""231"", ""formssessionname"": ""20250514-045520-1-192.168.101.144"", ""formsformname"": ""RIDIAGTERP"", ""formsdbsessionid"": ""129787597"", ""formsusername"": ""pmaciejewski@eskulap"", ""thread"": ""231"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,"#-> Goto (Sdtp.DspNazwaSciezki[0]), (Shift,Ctrl,Alt)=(False,False,False), changes: 0","{""process_id"": ""231"", ""formssessionname"": ""20250514-045520-1-192.168.101.144"", ""formsformname"": ""RIDIAGTERP"", ""formsdbsessionid"": ""129787597"", ""formsusername"": ""pmaciejewski@eskulap"", ""thread"": ""231"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,"/->Goto (Wo.WoVWartosc[0]), (Shift,Ctrl,Alt)=(False,False,False), changes: 0 - OperationResult.Status: Success","{""process_id"": ""1385"", ""formssessionname"": ""20250514-045504-1-192.168.103.202"", ""formsformname"": ""ODREALOP"", ""formsdbsessionid"": ""129787595"", ""formsusername"": ""ewozniak@eskulap"", ""thread"": ""1385"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,#-> nt_click | ODREALOP:WO.WO_V_WARTOSC[1] {Realizacja opieki} |,"{""process_id"": ""1385"", ""formssessionname"": ""20250514-045504-1-192.168.103.202"", ""formsformname"": ""ODREALOP"", ""formsdbsessionid"": ""129787595"", ""formsusername"": ""ewozniak@eskulap"", ""thread"": ""1385"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,#-> // ODREALOP,"{""process_id"": ""1385"", ""formssessionname"": ""20250514-045504-1-192.168.103.202"", ""formsformname"": ""ODREALOP"", ""formsdbsessionid"": ""129787595"", ""formsusername"": ""ewozniak@eskulap"", ""thread"": ""1385"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,"#-> Goto (Wo.WoVWartosc[0]), (Shift,Ctrl,Alt)=(False,False,False), changes: 0","{""process_id"": ""1385"", ""formssessionname"": ""20250514-045504-1-192.168.103.202"", ""formsformname"": ""ODREALOP"", ""formsdbsessionid"": ""129787595"", ""formsusername"": ""ewozniak@eskulap"", ""thread"": ""1385"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,"/->Key keyCode:9, (block.item)=(.), (Shift,Ctrl,Alt)=(False,False,False), changes: 1 - OperationResult.Status: Success","{""process_id"": ""1391"", ""formssessionname"": ""20250514-051747-1-192.168.102.2"", ""formsformname"": ""B_SZCZ"", ""formsdbsessionid"": ""129797150"", ""formsusername"": ""dbiedron@eskulap"", ""thread"": ""1391"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,Updating value by user input: Iz.IzAtbLp[0] = [enc]yFwy8VntRKwYk/8avOUUbadXmXR34L3K/W+5oj9248XES1mRfZ3fNcDy0PFA/tyLj/FXsY+zf1+SwpyEWz1+M7AZDu4BaUZ3MhVRjXWONVYr2gObc6OQ5M2U8bjNNr0BzL6eU6I/fNNRx3iPpHKl6mcMv5/GYhifbShp7clbb0wsaF6dfN+/pjQCmLapVLnEU9CwnssNDINgudp6v3U6/xkTvlOL+WfdTl75AbaKaGLzCWAt7cFQvY+xggUOYGt4shH7vrOzOxsv8P3552K1As9yaLeY06ICV6Wm8bxXseCwpZLBRUzHpomXKFxd/4AsHbn3hkLNqQLZwepOTKrTig==[/enc],"{""process_id"": ""154"", ""formssessionname"": ""20250514-051747-1-192.168.102.2"", ""formsformname"": ""B_SZCZ"", ""formsdbsessionid"": ""129797150"", ""formsusername"": ""dbiedron@eskulap"", ""thread"": ""154"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,#-> nt_key |  | TAB,"{""process_id"": ""1391"", ""formssessionname"": ""20250514-051747-1-192.168.102.2"", ""formsformname"": ""B_SZCZ"", ""formsdbsessionid"": ""129797150"", ""formsusername"": ""dbiedron@eskulap"", ""thread"": ""1391"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,#-> nt_type | B_SZCZ:IZ.IZ_ATB_LP[1] {Lp.} | [enc]xw5idWjIQVH77csJ3WIdOMzMifxvJGSS42u6gHDuLxq59LbFGXKUxxgWBizeoKLFaCouTRFN5pMG2gHkoSzaLuIfNhsOEFl7kiF10Gk+0RIHPf+ytLbly3xRkSaUvaG8oUXMi6+QoHdVre7B7YQxllIvvjvjyUYJ/TDOV+KRtfysZSgWmKgf7zZVmIgYeLbcOgpq8ghkIfRnuQPqNFI9IR19hjF70YTyrc5A6BA4BuP8C/WFVpNyRiORYbVsIEH5obS9KmpwAxKa/4fAEhAKaiQ5+frWC76JjvRUV33oQHJkSJTs0niz14lAWkjVWXHuECFxlMRSWwcvwv5+nQPlOw==[/enc],"{""process_id"": ""1391"", ""formssessionname"": ""20250514-051747-1-192.168.102.2"", ""formsformname"": ""B_SZCZ"", ""formsdbsessionid"": ""129797150"", ""formsusername"": ""dbiedron@eskulap"", ""thread"": ""1391"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,"#-> Key keyCode:9, (block.item)=(.), (Shift,Ctrl,Alt)=(False,False,False), changes: 1","{""process_id"": ""1391"", ""formssessionname"": ""20250514-051747-1-192.168.102.2"", ""formsformname"": ""B_SZCZ"", ""formsdbsessionid"": ""129797150"", ""formsusername"": ""dbiedron@eskulap"", ""thread"": ""1391"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,Service Status,/->startEdit Iz.IzAtbLp - OperationResult.Status: Success,"{""process_id"": ""461"", ""formssessionname"": ""20250514-051747-1-192.168.102.2"", ""formsformname"": ""B_SZCZ"", ""formsdbsessionid"": ""129797150"", ""formsusername"": ""dbiedron@eskulap"", ""thread"": ""461"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,Service Status,#-> startEdit Iz.IzAtbLp,"{""process_id"": ""461"", ""formssessionname"": ""20250514-051747-1-192.168.102.2"", ""formsformname"": ""B_SZCZ"", ""formsdbsessionid"": ""129797150"", ""formsusername"": ""dbiedron@eskulap"", ""thread"": ""461"", ""type"": ""Info""}"
2025-05-14 08:21:49,INFO,low,General Warning,"/->Goto (Wp.DspPPacjent[0]), (Shift,Ctrl,Alt)=(False,False,False), changes: 0 - OperationResult.Status: Success","{""process_id"": ""1007"", ""formssessionname"": ""20250514-045337-1-192.168.100.20"", ""formsformname"": ""PRWIZYTY"", ""formsdbsessionid"": ""129787579"", ""formsusername"": ""spietrzykowska@eskulap"", ""thread"": ""1007"", ""type"": ""Info""}"
